Station ID,Group,Sample Date (mm/dd/yyyy),Sample Time (hh:mm),Establishment Date (mm/dd/yyyy),Establishment Time (hh:mm),Time Zone,Direction (Collar Number),Direction (Compass Degrees),Pin Number,Observed Pin Height (mm),Verified Pin Height (mm),SETID,Organization,Personnel,Observation Comments,Verification Comments,Site Conditions
CRMS0565-E01,,4/17/2024,11:49,2/7/2008,9:22,CST,7,34,2,356,356,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; G. Kees; R. Villani,,,"Rod to collar = 153 mm; Below photo taken in direction 5; There is a crust present on surface, possibly dead algae; Site is flooded; Water depth is 8 cm; Vegetation is senesced; Dominant species is Cladium mariscus; soil is organic and soft; no thatch; disturbance is none"
CRMS0565-E01,,4/17/2024,11:49,2/7/2008,9:22,CST,7,34,3,356,356,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; G. Kees; R. Villani,,,"Rod to collar = 153 mm; Below photo taken in direction 5; There is a crust present on surface, possibly dead algae; Site is flooded; Water depth is 8 cm; Vegetation is senesced; Dominant species is Cladium mariscus; soil is organic and soft; no thatch; disturbance is none"
CRMS0565-E01,,4/17/2024,11:49,2/7/2008,9:22,CST,7,34,4,358,358,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; G. Kees; R. Villani,,,"Rod to collar = 153 mm; Below photo taken in direction 5; There is a crust present on surface, possibly dead algae; Site is flooded; Water depth is 8 cm; Vegetation is senesced; Dominant species is Cladium mariscus; soil is organic and soft; no thatch; disturbance is none"
CRMS0565-E01,,4/17/2024,11:49,2/7/2008,9:22,CST,7,34,5,353,353,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; G. Kees; R. Villani,,,"Rod to collar = 153 mm; Below photo taken in direction 5; There is a crust present on surface, possibly dead algae; Site is flooded; Water depth is 8 cm; Vegetation is senesced; Dominant species is Cladium mariscus; soil is organic and soft; no thatch; disturbance is none"
CRMS0565-E01,,4/17/2024,11:49,2/7/2008,9:22,CST,7,34,6,351,351,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; G. Kees; R. Villani,,,"Rod to collar = 153 mm; Below photo taken in direction 5; There is a crust present on surface, possibly dead algae; Site is flooded; Water depth is 8 cm; Vegetation is senesced; Dominant species is Cladium mariscus; soil is organic and soft; no thatch; disturbance is none"
CRMS0565-E01,,4/17/2024,11:49,2/7/2008,9:22,CST,7,34,7,364,364,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; G. Kees; R. Villani,,,"Rod to collar = 153 mm; Below photo taken in direction 5; There is a crust present on surface, possibly dead algae; Site is flooded; Water depth is 8 cm; Vegetation is senesced; Dominant species is Cladium mariscus; soil is organic and soft; no thatch; disturbance is none"
CRMS0565-E01,,4/17/2024,11:49,2/7/2008,9:22,CST,7,34,8,365,365,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; G. Kees; R. Villani,,,"Rod to collar = 153 mm; Below photo taken in direction 5; There is a crust present on surface, possibly dead algae; Site is flooded; Water depth is 8 cm; Vegetation is senesced; Dominant species is Cladium mariscus; soil is organic and soft; no thatch; disturbance is none"
CRMS0565-E01,,4/17/2024,11:49,2/7/2008,9:22,CST,7,34,9,355,355,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; G. Kees; R. Villani,,,"Rod to collar = 153 mm; Below photo taken in direction 5; There is a crust present on surface, possibly dead algae; Site is flooded; Water depth is 8 cm; Vegetation is senesced; Dominant species is Cladium mariscus; soil is organic and soft; no thatch; disturbance is none"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,1,306,1,138,138,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,1,306,2,138,138,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,1,306,3,149,149,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,1,306,4,165,165,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,1,306,5,154,154,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,1,306,6,155,155,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,1,306,7,146,146,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,1,306,8,155,155,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,1,306,9,163,163,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,3,216,1,228,228,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,3,216,2,225,225,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,3,216,3,210,210,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,3,216,4,202,202,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,3,216,5,206,206,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,3,216,6,208,208,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,3,216,7,209,209,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,3,216,8,220,220,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,3,216,9,219,219,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,5,126,1,222,,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,"On horizontal phragmites stems, pin not on surface",,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,5,126,2,218,,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,"On horizontal phragmites stems, pin not on surface",,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,5,126,3,158,158,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,5,126,4,167,167,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,5,126,5,184,184,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,5,126,6,192,192,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,5,126,7,193,193,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,5,126,8,198,198,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,5,126,9,191,191,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,7,36,1,214,,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,"On Phragmites stems, pin not on surface ",,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,7,36,2,162,162,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,,,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
CRMS0568-E01,,4/5/2024,8:42,2/7/2008,10:45,CST,7,36,3,233,,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani; E. Fromenthal,"On Phragmites stems, pin not on surface ",,"Rod to collar = 153 mm; Phragmites scale present; no thatch, but there are unattached roots floating in the water; Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; live vegetation also present, including Spartina patens; soil is organic and soft; disturbance is animal trail"
